Date,Price Value
1-Feb-04,6.5
1-Jan-04,6.68
1-Dec-03,6.57
1-Nov-03,6.28
1-Oct-03,6.26
1-Sep-03,6.47
1-Aug-03,6.63
1-Jul-03,6.85
1-Jun-03,7.18
1-May-03,7.6
1-Apr-03,7.75
1-Mar-03,8.08
1-Feb-03,8.41
1-Jan-03,8.46
1-Dec-02,8.05
1-Nov-02,8.24
1-Oct-02,8.57
1-Sep-02,8.85
1-Aug-02,8.83
1-Jul-02,8.6
1-Jun-02,8.41
1-May-02,8.46
1-Apr-02,8.48
1-Mar-02,8.2
1-Feb-02,8.19
1-Jan-02,8.12
1-Dec-01,7.95
1-Nov-01,8.08
1-Oct-01,7.91
1-Sep-01,8
1-Aug-01,8.04
1-Jul-01,7.93
1-Jun-01,8.5
1-May-01,7.73
1-Apr-01,8.14
1-Mar-01,7.51
1-Feb-01,7.25
1-Jan-01,7.07
1-Dec-00,6.87
1-Nov-00,6.48
1-Oct-00,6.01
1-Sep-00,5.8
1-Aug-00,5.94
1-Jul-00,5.86
1-Jun-00,5.86
1-May-00,6.04
1-Apr-00,6.34
1-Mar-00,6.26
1-Feb-00,6.21
1-Jan-00,6.1
"Dec 1, 1899",6.02
"Nov 1, 1899",6.46
"Oct 1, 1899",6.34
"Sep 1, 1899",6.37
"Aug 1, 1899",6.44
"Jul 1, 1899",6.28
"Jun 1, 1899",6.07
"May 1, 1899",6.21
"Apr 1, 1899",6.48
"Mar 1, 1899",6.4
"Feb 1, 1899",6.31
"Jan 1, 1899",6.08
"Dec 1, 1898",5.65
"Nov 1, 1898",5.32
"Oct 1, 1898",5.15
"Sep 1, 1898",5.26
"Aug 1, 1898",5.27
"Jul 1, 1898",5.08
"Jun 1, 1898",5.06
"May 1, 1898",4.87
"Apr 1, 1898",4.57
"Mar 1, 1898",4.65
"Feb 1, 1898",4.87
"Jan 1, 1898",4.88
"Dec 1, 1897",4.75
"Nov 1, 1897",4.65
"Oct 1, 1897",4.82
"Sep 1, 1897",4.98
"Aug 1, 1897",4.75
"Jul 1, 1897",4.46
"Jun 1, 1897",4.27
"May 1, 1897",4.08
"Apr 1, 1897",4.06
"Mar 1, 1897",4.19
"Feb 1, 1897",4.18
"Jan 1, 1897",4.22
"Dec 1, 1896",4.22
"Nov 1, 1896",4.38
"Oct 1, 1896",4.1
"Sep 1, 1896",4.01
"Aug 1, 1896",3.81
"Jul 1, 1896",4.04
"Jun 1, 1896",4.32
"May 1, 1896",4.4
"Apr 1, 1896",4.42
"Mar 1, 1896",4.38
"Feb 1, 1896",4.45
"Jan 1, 1896",4.27
"Dec 1, 1895",4.32
"Nov 1, 1895",4.59
"Oct 1, 1895",4.75
"Sep 1, 1895",4.82
"Aug 1, 1895",4.79
"Jul 1, 1895",4.72
"Jun 1, 1895",4.7
"May 1, 1895",4.61
"Apr 1, 1895",4.37
"Mar 1, 1895",4.19
"Feb 1, 1895",4.19
"Jan 1, 1895",4.25
"Dec 1, 1894",4.3
"Nov 1, 1894",4.34
"Oct 1, 1894",4.34
"Sep 1, 1894",4.48
"Aug 1, 1894",4.41
"Jul 1, 1894",4.25
"Jun 1, 1894",4.34
"May 1, 1894",4.4
"Apr 1, 1894",4.57
"Mar 1, 1894",4.51
"Feb 1, 1894",4.38
"Jan 1, 1894",4.32
"Dec 1, 1893",4.41
"Nov 1, 1893",4.57
"Oct 1, 1893",4.5
"Sep 1, 1893",4.37
"Aug 1, 1893",4.08
"Jul 1, 1893",4.18
"Jun 1, 1893",4.61
"May 1, 1893",4.84
"Apr 1, 1893",5.31
"Mar 1, 1893",5.31
"Feb 1, 1893",5.51
"Jan 1, 1893",5.61
"Dec 1, 1892",5.51
"Nov 1, 1892",5.57
"Oct 1, 1892",5.59
"Sep 1, 1892",5.48
"Aug 1, 1892",5.62
"Jul 1, 1892",5.54
"Jun 1, 1892",5.54
"May 1, 1892",5.57
"Apr 1, 1892",5.57
"Mar 1, 1892",5.58
"Feb 1, 1892",5.52
"Jan 1, 1892",5.51
"Dec 1, 1891",5.41
"Nov 1, 1891",5.25
"Oct 1, 1891",5.33
"Sep 1, 1891",5.33
"Aug 1, 1891",4.93
"Jul 1, 1891",4.77
"Jun 1, 1891",4.85
"May 1, 1891",4.95
"Apr 1, 1891",4.97
"Mar 1, 1891",4.81
"Feb 1, 1891",4.9
"Jan 1, 1891",4.84
"Dec 1, 1890",4.6
"Nov 1, 1890",4.71
"Oct 1, 1890",5.08
"Sep 1, 1890",5.32
"Aug 1, 1890",5.41
"Jul 1, 1890",5.54
"Jun 1, 1890",5.58
"May 1, 1890",5.62
"Apr 1, 1890",5.39
"Mar 1, 1890",5.28
"Feb 1, 1890",5.32
"Jan 1, 1890",5.38
"Dec 1, 1889",5.32
"Nov 1, 1889",5.35
"Oct 1, 1889",5.4
"Sep 1, 1889",5.5
"Aug 1, 1889",5.37
"Jul 1, 1889",5.3
"Jun 1, 1889",5.41
"May 1, 1889",5.32
"Apr 1, 1889",5.18
"Mar 1, 1889",5.19
"Feb 1, 1889",5.3
"Jan 1, 1889",5.24
"Dec 1, 1888",5.14
"Nov 1, 1888",5.24
"Oct 1, 1888",5.35
"Sep 1, 1888",5.38
"Aug 1, 1888",5.25
"Jul 1, 1888",5.14
"Jun 1, 1888",5.01
"May 1, 1888",5.17
"Apr 1, 1888",5.1
"Mar 1, 1888",5.08
"Feb 1, 1888",5.28
"Jan 1, 1888",5.31
"Dec 1, 1887",5.27
"Nov 1, 1887",5.3
"Oct 1, 1887",5.2
"Sep 1, 1887",5.38
"Aug 1, 1887",5.45
"Jul 1, 1887",5.59
"Jun 1, 1887",5.73
"May 1, 1887",5.9
"Apr 1, 1887",5.8
"Mar 1, 1887",5.67
"Feb 1, 1887",5.54
"Jan 1, 1887",5.58
"Dec 1, 1886",5.64
"Nov 1, 1886",5.79
"Oct 1, 1886",5.65
"Sep 1, 1886",5.51
"Aug 1, 1886",5.37
"Jul 1, 1886",5.33
"Jun 1, 1886",5.25
"May 1, 1886",5.02
"Apr 1, 1886",5.12
"Mar 1, 1886",5.19
"Feb 1, 1886",5.3
"Jan 1, 1886",5.2
"Dec 1, 1885",5.2
"Nov 1, 1885",5.24
"Oct 1, 1885",4.92
"Sep 1, 1885",4.65
"Aug 1, 1885",4.71
"Jul 1, 1885",4.46
"Jun 1, 1885",4.3
"May 1, 1885",4.32
"Apr 1, 1885",4.37
"Mar 1, 1885",4.38
"Feb 1, 1885",4.37
"Jan 1, 1885",4.24
"Dec 1, 1884",4.34
"Nov 1, 1884",4.35
"Oct 1, 1884",4.44
"Sep 1, 1884",4.59
"Aug 1, 1884",4.74
"Jul 1, 1884",4.46
"Jun 1, 1884",4.46
"May 1, 1884",4.65
"Apr 1, 1884",5.06
"Mar 1, 1884",5.3
"Feb 1, 1884",5.32
"Jan 1, 1884",5.18
"Dec 1, 1883",5.34
"Nov 1, 1883",5.46
"Oct 1, 1883",5.38
"Sep 1, 1883",5.53
"Aug 1, 1883",5.47
"Jul 1, 1883",5.73
"Jun 1, 1883",5.82
"May 1, 1883",5.77
"Apr 1, 1883",5.87
"Mar 1, 1883",5.75
"Feb 1, 1883",5.68
"Jan 1, 1883",5.81
"Dec 1, 1882",5.84
"Nov 1, 1882",5.81
"Oct 1, 1882",6.07
"Sep 1, 1882",6.24
"Aug 1, 1882",6.18
"Jul 1, 1882",6
"Jun 1, 1882",5.68
"May 1, 1882",5.71
"Apr 1, 1882",5.78
"Mar 1, 1882",5.78
"Feb 1, 1882",5.79
"Jan 1, 1882",5.92
"Dec 1, 1881",6.01
"Nov 1, 1881",6.19
"Oct 1, 1881",6.15
"Sep 1, 1881",6.25
"Aug 1, 1881",6.2
"Jul 1, 1881",6.35
"Jun 1, 1881",6.58
"May 1, 1881",6.5
"Apr 1, 1881",6.22
"Mar 1, 1881",6.24
"Feb 1, 1881",6.17
"Jan 1, 1881",6.19
"Dec 1, 1880",5.84
"Nov 1, 1880",5.61
"Oct 1, 1880",5.33
"Sep 1, 1880",5.18
"Aug 1, 1880",5.19
"Jul 1, 1880",5.01
"Jun 1, 1880",4.79
"May 1, 1880",4.77
"Apr 1, 1880",5.18
"Mar 1, 1880",5.3
"Feb 1, 1880",5.2
"Jan 1, 1880",5.11
"Dec 1, 1879",4.92
"Nov 1, 1879",4.93
"Oct 1, 1879",4.68
"Sep 1, 1879",4.22
"Aug 1, 1879",4.07
"Jul 1, 1879",4.04
"Jun 1, 1879",3.96
"May 1, 1879",3.94
"Apr 1, 1879",3.77
"Mar 1, 1879",3.65
"Feb 1, 1879",3.71
"Jan 1, 1879",3.58
"Dec 1, 1878",3.45
"Nov 1, 1878",3.47
"Oct 1, 1878",3.48
"Sep 1, 1878",3.52
"Aug 1, 1878",3.45
"Jul 1, 1878",3.48
"Jun 1, 1878",3.41
"May 1, 1878",3.34
"Apr 1, 1878",3.33
"Mar 1, 1878",3.24
"Feb 1, 1878",3.18
"Jan 1, 1878",3.25
"Dec 1, 1877",3.25
"Nov 1, 1877",3.26
"Oct 1, 1877",3.31
"Sep 1, 1877",3.24
"Aug 1, 1877",3.05
"Jul 1, 1877",2.85
"Jun 1, 1877",2.73
"May 1, 1877",2.94
"Apr 1, 1877",2.94
"Mar 1, 1877",3.17
"Feb 1, 1877",3.34
"Jan 1, 1877",3.55
"Dec 1, 1876",3.58
"Nov 1, 1876",3.6
"Oct 1, 1876",3.67
"Sep 1, 1876",3.69
"Aug 1, 1876",3.93
"Jul 1, 1876",4.1
"Jun 1, 1876",4.15
"May 1, 1876",4.18
"Apr 1, 1876",4.34
"Mar 1, 1876",4.51
"Feb 1, 1876",4.52
"Jan 1, 1876",4.46
"Dec 1, 1875",4.37
"Nov 1, 1875",4.37
"Oct 1, 1875",4.3
"Sep 1, 1875",4.37
"Aug 1, 1875",4.41
"Jul 1, 1875",4.39
"Jun 1, 1875",4.38
"May 1, 1875",4.47
"Apr 1, 1875",4.65
"Mar 1, 1875",4.59
"Feb 1, 1875",4.53
"Jan 1, 1875",4.54
"Dec 1, 1874",4.54
"Nov 1, 1874",4.57
"Oct 1, 1874",4.53
"Sep 1, 1874",4.54
"Aug 1, 1874",4.47
"Jul 1, 1874",4.46
"Jun 1, 1874",4.46
"May 1, 1874",4.48
"Apr 1, 1874",4.6
"Mar 1, 1874",4.73
"Feb 1, 1874",4.8
"Jan 1, 1874",4.66
"Dec 1, 1873",4.42
"Nov 1, 1873",4.04
"Oct 1, 1873",4.19
"Sep 1, 1873",4.59
"Aug 1, 1873",4.97
"Jul 1, 1873",4.97
"Jun 1, 1873",4.98
"May 1, 1873",5.05
"Apr 1, 1873",5.04
"Mar 1, 1873",5.11
"Feb 1, 1873",5.15
"Jan 1, 1873",5.11
"Dec 1, 1872",5.07
"Nov 1, 1872",4.95
"Oct 1, 1872",4.97
"Sep 1, 1872",4.95
"Aug 1, 1872",5.04
"Jul 1, 1872",5.1
"Jun 1, 1872",5.13
"May 1, 1872",5.18
"Apr 1, 1872",5.18
"Mar 1, 1872",5.04
"Feb 1, 1872",4.88
"Jan 1, 1872",4.86
"Dec 1, 1871",4.74
"Nov 1, 1871",4.64
"Oct 1, 1871",4.59
"Sep 1, 1871",4.84
"Aug 1, 1871",4.79
"Jul 1, 1871",4.73
"Jun 1, 1871",4.82
"May 1, 1871",4.86
"Apr 1, 1871",4.74
"Mar 1, 1871",4.61
"Feb 1, 1871",4.5
"Jan 1, 1871",4.44
